DATE_TIME,DAILY_YIELD
2020-05-20 19:15:00,193770.0
2020-05-20 19:30:00,193770.0
2020-05-20 19:45:00,193770.0
2020-05-20 20:00:00,193770.0
2020-05-20 20:15:00,193770.0
2020-05-20 20:30:00,193770.0
2020-05-20 20:45:00,193770.0
2020-05-20 21:00:00,193770.0
2020-05-20 21:15:00,193770.0
2020-05-20 21:30:00,193770.0
2020-05-20 21:45:00,193770.0
2020-05-20 22:00:00,193770.0
2020-05-20 22:15:00,193770.0
2020-05-20 22:30:00,193770.0
2020-05-20 22:45:00,193770.0
2020-05-21 07:45:00,6938.85
2020-05-21 08:00:00,6704.9333332999995
2020-05-21 08:15:00,10685.4107143
2020-05-21 08:30:00,13955.107142699999
2020-05-21 08:45:00,17682.565476199998
2020-05-21 09:00:00,21924.1964285
2020-05-21 09:15:00,26449.999998000007
2020-05-21 09:30:00,31456.857143999998
2020-05-21 09:45:00,36693.25000100001
2020-05-21 10:00:00,30325.000000999997
